"date","year","month","prov","cases","pop","prcp.0","prcp.1","prcp.2","prcp.3","prcp.4","prcp.5","prcp.6","par.0","par.1","par.2","par.3","par.4","par.5","par.6","nino34.0","nino34.1","nino34.2","nino34.3","nino34.4","nino34.5","nino34.6","nino34.7","nino34.8","nino34.9","nino34.10","nino34.11","nino34.12","ID.year","ID.month"
"2018-10-01",2018,10,"Entre Ríos",0,1360443,132.725748437258,69.1582211861342,61.3636862633673,65.2648315208968,11.4898163455081,241.731400462365,178.421745040554,3.32,2.1,2.22,2.43,3.37,3.97,4.19,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,-0.8,-0.78,-0.98,-0.98,-0.97,-0.56,10,118
"2018-11-01",2018,11,"Entre Ríos",1,1360443,108.489494675699,132.725748437258,69.1582211861342,61.3636862633673,65.2648315208968,11.4898163455081,241.731400462365,4.34,3.32,2.1,2.22,2.43,3.37,3.97,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,-0.8,-0.78,-0.98,-0.98,-0.97,10,119
"2018-12-01",2018,12,"Entre Ríos",1,1360443,167.0660367535,108.489494675699,132.725748437258,69.1582211861342,61.3636862633673,65.2648315208968,11.4898163455081,4.36,4.34,3.32,2.1,2.22,2.43,3.37,0.89,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,-0.8,-0.78,-0.98,-0.98,10,120
"2019-01-01",2019,1,"Entre Ríos",0,1373270,350.575252169758,167.0660367535,108.489494675699,132.725748437258,69.1582211861342,61.3636862633673,65.2648315208968,4.9,4.36,4.34,3.32,2.1,2.22,2.43,0.65,0.89,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,-0.8,-0.78,-0.98,11,121
"2019-02-01",2019,2,"Entre Ríos",0,1373270,134.852439040141,350.575252169758,167.0660367535,108.489494675699,132.725748437258,69.1582211861342,61.3636862633673,4.9,4.9,4.36,4.34,3.32,2.1,2.22,0.71,0.65,0.89,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,-0.8,-0.78,11,122
"2019-03-01",2019,3,"Entre Ríos",0,1373270,127.578572512528,134.852439040141,350.575252169758,167.0660367535,108.489494675699,132.725748437258,69.1582211861342,3.17,4.9,4.9,4.36,4.34,3.32,2.1,0.81,0.71,0.65,0.89,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,-0.8,11,123
"2019-04-01",2019,4,"Entre Ríos",0,1373270,79.3668320891667,127.578572512528,134.852439040141,350.575252169758,167.0660367535,108.489494675699,132.725748437258,3.48,3.17,4.9,4.9,4.36,4.34,3.32,0.62,0.81,0.71,0.65,0.89,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,-0.51,11,124
"2019-05-01",2019,5,"Entre Ríos",0,1373270,86.7189601952782,79.3668320891667,127.578572512528,134.852439040141,350.575252169758,167.0660367535,108.489494675699,4.35,3.48,3.17,4.9,4.9,4.36,4.34,0.55,0.62,0.81,0.71,0.65,0.89,0.9,0.9,0.47,0.09,0.12,0.04,-0.2,11,125
"2019-06-01",2019,6,"Entre Ríos",0,1373270,94.5960353489694,86.7189601952782,79.3668320891667,127.578572512528,134.852439040141,350.575252169758,167.0660367535,4.58,4.35,3.48,3.17,4.9,4.9,4.36,0.45,0.55,0.62,0.81,0.71,0.65,0.89,0.9,0.9,0.47,0.09,0.12,0.04,11,126
"2019-07-01",2019,7,"Entre Ríos",0,1373270,51.0955655576794,94.5960353489694,86.7189601952782,79.3668320891667,127.578572512528,134.852439040141,350.575252169758,4.36,4.58,4.35,3.48,3.17,4.9,4.9,0.35,0.45,0.55,0.62,0.81,0.71,0.65,0.89,0.9,0.9,0.47,0.09,0.12,11,127
"2019-08-01",2019,8,"Entre Ríos",0,1373270,55.4512773156997,51.0955655576794,94.5960353489694,86.7189601952782,79.3668320891667,127.578572512528,134.852439040141,2.92,4.36,4.58,4.35,3.48,3.17,4.9,0.04,0.35,0.45,0.55,0.62,0.81,0.71,0.65,0.89,0.9,0.9,0.47,0.09,11,128
"2019-09-01",2019,9,"Entre Ríos",0,1373270,77.1143675414579,55.4512773156997,51.0955655576794,94.5960353489694,86.7189601952782,79.3668320891667,127.578572512528,1.93,2.92,4.36,4.58,4.35,3.48,3.17,0.03,0.04,0.35,0.45,0.55,0.62,0.81,0.71,0.65,0.89,0.9,0.9,0.47,11,129
"2019-10-01",2019,10,"Entre Ríos",0,1373270,119.396007904117,77.1143675414579,55.4512773156997,51.0955655576794,94.5960353489694,86.7189601952782,79.3668320891667,1.71,1.93,2.92,4.36,4.58,4.35,3.48,0.48,0.03,0.04,0.35,0.45,0.55,0.62,0.81,0.71,0.65,0.89,0.9,0.9,11,130
"2019-11-01",2019,11,"Entre Ríos",0,1373270,94.5757224453686,119.396007904117,77.1143675414579,55.4512773156997,51.0955655576794,94.5960353489694,86.7189601952782,1.86,1.71,1.93,2.92,4.36,4.58,4.35,0.52,0.48,0.03,0.04,0.35,0.45,0.55,0.62,0.81,0.71,0.65,0.89,0.9,11,131
"2019-12-01",2019,12,"Entre Ríos",0,1373270,192.086120492587,94.5757224453686,119.396007904117,77.1143675414579,55.4512773156997,51.0955655576794,94.5960353489694,1.96,1.86,1.71,1.93,2.92,4.36,4.58,0.52,0.52,0.48,0.03,0.04,0.35,0.45,0.55,0.62,0.81,0.71,0.65,0.89,11,132
"2020-01-01",2020,1,"Entre Ríos",5,1385961,118.655210647311,192.086120492587,94.5757224453686,119.396007904117,77.1143675414579,55.4512773156997,51.0955655576794,2.4,1.96,1.86,1.71,1.93,2.92,4.36,0.6,0.52,0.52,0.48,0.03,0.04,0.35,0.45,0.55,0.62,0.81,0.71,0.65,12,133
"2020-02-01",2020,2,"Entre Ríos",5,1385961,53.2376885622772,118.655210647311,192.086120492587,94.5757224453686,119.396007904117,77.1143675414579,55.4512773156997,2.74,2.4,1.96,1.86,1.71,1.93,2.92,0.37,0.6,0.52,0.52,0.48,0.03,0.04,0.35,0.45,0.55,0.62,0.81,0.71,12,134
"2020-03-01",2020,3,"Entre Ríos",1,1385961,98.0351181097277,53.2376885622772,118.655210647311,192.086120492587,94.5757224453686,119.396007904117,77.1143675414579,2.55,2.74,2.4,1.96,1.86,1.71,1.93,0.48,0.37,0.6,0.52,0.52,0.48,0.03,0.04,0.35,0.45,0.55,0.62,0.81,12,135
"2020-04-01",2020,4,"Entre Ríos",2,1385961,103.756812780906,98.0351181097277,53.2376885622772,118.655210647311,192.086120492587,94.5757224453686,119.396007904117,1.33,2.55,2.74,2.4,1.96,1.86,1.71,0.36,0.48,0.37,0.6,0.52,0.52,0.48,0.03,0.04,0.35,0.45,0.55,0.62,12,136
"2020-05-01",2020,5,"Entre Ríos",0,1385961,63.8921255876427,103.756812780906,98.0351181097277,53.2376885622772,118.655210647311,192.086120492587,94.5757224453686,1.05,1.33,2.55,2.74,2.4,1.96,1.86,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,0.48,0.03,0.04,0.35,0.45,0.55,12,137
"2020-06-01",2020,6,"Entre Ríos",4,1385961,77.6760301505915,63.8921255876427,103.756812780906,98.0351181097277,53.2376885622772,118.655210647311,192.086120492587,1.29,1.05,1.33,2.55,2.74,2.4,1.96,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,0.48,0.03,0.04,0.35,0.45,12,138
"2020-07-01",2020,7,"Entre Ríos",0,1385961,11.46324956734,77.6760301505915,63.8921255876427,103.756812780906,98.0351181097277,53.2376885622772,118.655210647311,1.49,1.29,1.05,1.33,2.55,2.74,2.4,-0.3,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,0.48,0.03,0.04,0.35,12,139
"2020-08-01",2020,8,"Entre Ríos",0,1385961,22.2064201580824,11.46324956734,77.6760301505915,63.8921255876427,103.756812780906,98.0351181097277,53.2376885622772,1.14,1.49,1.29,1.05,1.33,2.55,2.74,-0.59,-0.3,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,0.48,0.03,0.04,12,140
"2020-09-01",2020,9,"Entre Ríos",0,1385961,57.8899758485302,22.2064201580824,11.46324956734,77.6760301505915,63.8921255876427,103.756812780906,98.0351181097277,1.49,1.14,1.49,1.29,1.05,1.33,2.55,-0.83,-0.59,-0.3,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,0.48,0.03,12,141
"2020-10-01",2020,10,"Entre Ríos",0,1385961,74.2936541044583,57.8899758485302,22.2064201580824,11.46324956734,77.6760301505915,63.8921255876427,103.756812780906,1.1,1.49,1.14,1.49,1.29,1.05,1.33,-1.26,-0.83,-0.59,-0.3,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,0.48,12,142
"2020-11-01",2020,11,"Entre Ríos",0,1385961,73.9555328821615,74.2936541044583,57.8899758485302,22.2064201580824,11.46324956734,77.6760301505915,63.8921255876427,0.78,1.1,1.49,1.14,1.49,1.29,1.05,-1.42,-1.26,-0.83,-0.59,-0.3,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,0.52,12,143
"2020-12-01",2020,12,"Entre Ríos",0,1385961,135.937572648138,73.9555328821615,74.2936541044583,57.8899758485302,22.2064201580824,11.46324956734,77.6760301505915,1.28,0.78,1.1,1.49,1.14,1.49,1.29,-1.15,-1.42,-1.26,-0.83,-0.59,-0.3,-0.34,-0.27,0.36,0.48,0.37,0.6,0.52,12,144
"2009-01-01",2009,1,"Santa Fe",0,3232095.625,76.1116974732013,29.4657292591586,156.756713481022,72.177933903434,42.3471011326385,5.7313146393362,10.1753595807436,1.98,3.34,3.44,2.86,3.11,3.1,2.74,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,-0.68,-0.84,-0.99,-1.21,-1.67,-1.68,1,1
"2009-02-01",2009,2,"Santa Fe",0,3232095.625,211.758751828832,76.1116974732013,29.4657292591586,156.756713481022,72.177933903434,42.3471011326385,5.7313146393362,2.38,1.98,3.34,3.44,2.86,3.11,3.1,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,-0.68,-0.84,-0.99,-1.21,-1.67,1,2
"2009-03-01",2009,3,"Santa Fe",0,3232095.625,140.137872196997,211.758751828832,76.1116974732013,29.4657292591586,156.756713481022,72.177933903434,42.3471011326385,2.82,2.38,1.98,3.34,3.44,2.86,3.11,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,-0.68,-0.84,-0.99,-1.21,1,3
"2009-04-01",2009,4,"Santa Fe",0,3232095.625,40.7410122320476,140.137872196997,211.758751828832,76.1116974732013,29.4657292591586,156.756713481022,72.177933903434,2.25,2.82,2.38,1.98,3.34,3.44,2.86,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,-0.68,-0.84,-0.99,1,4
"2009-05-01",2009,5,"Santa Fe",1,3232095.625,18.9380197173025,40.7410122320476,140.137872196997,211.758751828832,76.1116974732013,29.4657292591586,156.756713481022,1.77,2.25,2.82,2.38,1.98,3.34,3.44,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,-0.68,-0.84,1,5
"2009-06-01",2009,6,"Santa Fe",0,3232095.625,24.0086264132305,18.9380197173025,40.7410122320476,140.137872196997,211.758751828832,76.1116974732013,29.4657292591586,2.04,1.77,2.25,2.82,2.38,1.98,3.34,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,-0.68,1,6
"2009-07-01",2009,7,"Santa Fe",0,3232095.625,53.6861837897593,24.0086264132305,18.9380197173025,40.7410122320476,140.137872196997,211.758751828832,76.1116974732013,2.78,2.04,1.77,2.25,2.82,2.38,1.98,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,-0.3,1,7
"2009-08-01",2009,8,"Santa Fe",0,3232095.625,4.80226448336615,53.6861837897593,24.0086264132305,18.9380197173025,40.7410122320476,140.137872196997,211.758751828832,3.05,2.78,2.04,1.77,2.25,2.82,2.38,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,-0.13,1,8
"2009-09-01",2009,9,"Santa Fe",0,3232095.625,98.2116485954293,4.80226448336615,53.6861837897593,24.0086264132305,18.9380197173025,40.7410122320476,140.137872196997,3.16,3.05,2.78,2.04,1.77,2.25,2.82,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,-0.25,1,9
"2009-10-01",2009,10,"Santa Fe",0,3232095.625,62.3575294643799,98.2116485954293,4.80226448336615,53.6861837897593,24.0086264132305,18.9380197173025,40.7410122320476,3.51,3.16,3.05,2.78,2.04,1.77,2.25,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,-0.35,1,10
"2009-11-01",2009,11,"Santa Fe",3,3232095.625,208.702954700996,62.3575294643799,98.2116485954293,4.80226448336615,53.6861837897593,24.0086264132305,18.9380197173025,4.44,3.51,3.16,3.05,2.78,2.04,1.77,1.46,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,-0.46,1,11
"2009-12-01",2009,12,"Santa Fe",4,3232095.625,247.237581077813,208.702954700996,62.3575294643799,98.2116485954293,4.80226448336615,53.6861837897593,24.0086264132305,5,4.44,3.51,3.16,3.05,2.78,2.04,1.74,1.46,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,-0.86,1,12
"2010-01-01",2010,1,"Santa Fe",31,3257907,165.870642058786,247.237581077813,208.702954700996,62.3575294643799,98.2116485954293,4.80226448336615,53.6861837897593,5.25,5,4.44,3.51,3.16,3.05,2.78,1.52,1.74,1.46,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,-0.89,2,13
"2010-02-01",2010,2,"Santa Fe",70,3257907,244.261015518576,165.870642058786,247.237581077813,208.702954700996,62.3575294643799,98.2116485954293,4.80226448336615,5.68,5.25,5,4.44,3.51,3.16,3.05,1.25,1.52,1.74,1.46,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,-0.79,2,14
"2010-03-01",2010,3,"Santa Fe",31,3257907,105.060231140043,244.261015518576,165.870642058786,247.237581077813,208.702954700996,62.3575294643799,98.2116485954293,5.45,5.68,5.25,5,4.44,3.51,3.16,0.9,1.25,1.52,1.74,1.46,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,-0.69,2,15
"2010-04-01",2010,4,"Santa Fe",10,3257907,82.3144524615817,105.060231140043,244.261015518576,165.870642058786,247.237581077813,208.702954700996,62.3575294643799,4.72,5.45,5.68,5.25,5,4.44,3.51,0.38,0.9,1.25,1.52,1.74,1.46,0.89,0.68,0.56,0.48,0.31,0.06,-0.35,2,16
"2010-05-01",2010,5,"Santa Fe",2,3257907,76.4793922536901,82.3144524615817,105.060231140043,244.261015518576,165.870642058786,247.237581077813,208.702954700996,4.45,4.72,5.45,5.68,5.25,5,4.44,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,0.89,0.68,0.56,0.48,0.31,0.06,2,17
"2010-06-01",2010,6,"Santa Fe",1,3257907,3.99960225538006,76.4793922536901,82.3144524615817,105.060231140043,244.261015518576,165.870642058786,247.237581077813,4.26,4.45,4.72,5.45,5.68,5.25,5,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,0.89,0.68,0.56,0.48,0.31,2,18
"2010-07-01",2010,7,"Santa Fe",0,3257907,16.9460936063019,3.99960225538006,76.4793922536901,82.3144524615817,105.060231140043,244.261015518576,165.870642058786,3.42,4.26,4.45,4.72,5.45,5.68,5.25,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,0.89,0.68,0.56,0.48,2,19
"2010-08-01",2010,8,"Santa Fe",1,3257907,14.6229713390455,16.9460936063019,3.99960225538006,76.4793922536901,82.3144524615817,105.060231140043,244.261015518576,3.06,3.42,4.26,4.45,4.72,5.45,5.68,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,0.89,0.68,0.56,2,20
"2010-09-01",2010,9,"Santa Fe",1,3257907,74.3046772339756,14.6229713390455,16.9460936063019,3.99960225538006,76.4793922536901,82.3144524615817,105.060231140043,2.63,3.06,3.42,4.26,4.45,4.72,5.45,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,0.89,0.68,2,21
"2010-10-01",2010,10,"Santa Fe",2,3257907,42.8286406470726,74.3046772339756,14.6229713390455,16.9460936063019,3.99960225538006,76.4793922536901,82.3144524615817,2.61,2.63,3.06,3.42,4.26,4.45,4.72,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,0.89,2,22
"2010-11-01",2010,11,"Santa Fe",3,3257907,34.6958229345523,42.8286406470726,74.3046772339756,14.6229713390455,16.9460936063019,3.99960225538006,76.4793922536901,2.48,2.61,2.63,3.06,3.42,4.26,4.45,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,1.46,2,23
"2010-12-01",2010,12,"Santa Fe",6,3257907,117.632335003674,34.6958229345523,42.8286406470726,74.3046772339756,14.6229713390455,16.9460936063019,3.99960225538006,3.1,2.48,2.61,2.63,3.06,3.42,4.26,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,1.74,2,24
"2011-01-01",2011,1,"Santa Fe",0,3285408,164.532483784437,117.632335003674,34.6958229345523,42.8286406470726,74.3046772339756,14.6229713390455,16.9460936063019,3.23,3.1,2.48,2.61,2.63,3.06,3.42,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,1.52,3,25
"2011-02-01",2011,2,"Santa Fe",3,3285408,166.859586158861,164.532483784437,117.632335003674,34.6958229345523,42.8286406470726,74.3046772339756,14.6229713390455,3.61,3.23,3.1,2.48,2.61,2.63,3.06,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,1.25,3,26
"2011-03-01",2011,3,"Santa Fe",10,3285408,122.80392590746,166.859586158861,164.532483784437,117.632335003674,34.6958229345523,42.8286406470726,74.3046772339756,4.18,3.61,3.23,3.1,2.48,2.61,2.63,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,0.9,3,27
"2011-04-01",2011,4,"Santa Fe",6,3285408,139.12757201185,122.80392590746,166.859586158861,164.532483784437,117.632335003674,34.6958229345523,42.8286406470726,4.65,4.18,3.61,3.23,3.1,2.48,2.61,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,0.38,3,28
"2011-05-01",2011,5,"Santa Fe",9,3285408,74.1794867413792,139.12757201185,122.80392590746,166.859586158861,164.532483784437,117.632335003674,34.6958229345523,4.58,4.65,4.18,3.61,3.23,3.1,2.48,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,-0.22,3,29
"2011-06-01",2011,6,"Santa Fe",3,3285408,30.9170385485496,74.1794867413792,139.12757201185,122.80392590746,166.859586158861,164.532483784437,117.632335003674,3.71,4.58,4.65,4.18,3.61,3.23,3.1,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,-0.69,3,30
"2011-07-01",2011,7,"Santa Fe",1,3285408,16.2667311834583,30.9170385485496,74.1794867413792,139.12757201185,122.80392590746,166.859586158861,164.532483784437,3.08,3.71,4.58,4.65,4.18,3.61,3.23,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,-1.07,3,31
"2011-08-01",2011,8,"Santa Fe",0,3285408,5.06347322553147,16.2667311834583,30.9170385485496,74.1794867413792,139.12757201185,122.80392590746,166.859586158861,3.77,3.08,3.71,4.58,4.65,4.18,3.61,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,-1.39,3,32
"2011-09-01",2011,9,"Santa Fe",0,3285408,13.1939354682696,5.06347322553147,16.2667311834583,30.9170385485496,74.1794867413792,139.12757201185,122.80392590746,3.98,3.77,3.08,3.71,4.58,4.65,4.18,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,-1.6,3,33
"2011-10-01",2011,10,"Santa Fe",1,3285408,145.484971742392,13.1939354682696,5.06347322553147,16.2667311834583,30.9170385485496,74.1794867413792,139.12757201185,3.69,3.98,3.77,3.08,3.71,4.58,4.65,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,-1.69,3,34
"2011-11-01",2011,11,"Santa Fe",3,3285408,102.584846116715,145.484971742392,13.1939354682696,5.06347322553147,16.2667311834583,30.9170385485496,74.1794867413792,3.71,3.69,3.98,3.77,3.08,3.71,4.58,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,-1.64,3,35
"2011-12-01",2011,12,"Santa Fe",3,3285408,45.8406928692606,102.584846116715,145.484971742392,13.1939354682696,5.06347322553147,16.2667311834583,30.9170385485496,3.35,3.71,3.69,3.98,3.77,3.08,3.71,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,-1.6,3,36
"2012-01-01",2012,1,"Santa Fe",1,3313212,99.9385451883638,45.8406928692606,102.584846116715,145.484971742392,13.1939354682696,5.06347322553147,16.2667311834583,2.4,3.35,3.71,3.69,3.98,3.77,3.08,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,-1.54,4,37
"2012-02-01",2012,2,"Santa Fe",2,3313212,179.975247119853,99.9385451883638,45.8406928692606,102.584846116715,145.484971742392,13.1939354682696,5.06347322553147,2.73,2.4,3.35,3.71,3.69,3.98,3.77,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,-1.11,4,38
"2012-03-01",2012,3,"Santa Fe",3,3313212,138.049451140435,179.975247119853,99.9385451883638,45.8406928692606,102.584846116715,145.484971742392,13.1939354682696,2.45,2.73,2.4,3.35,3.71,3.69,3.98,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,-0.93,4,39
"2012-04-01",2012,4,"Santa Fe",2,3313212,43.4148542209948,138.049451140435,179.975247119853,99.9385451883638,45.8406928692606,102.584846116715,145.484971742392,2.5,2.45,2.73,2.4,3.35,3.71,3.69,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,-0.77,4,40
"2012-05-01",2012,5,"Santa Fe",2,3313212,73.0305489342592,43.4148542209948,138.049451140435,179.975247119853,99.9385451883638,45.8406928692606,102.584846116715,3.01,2.5,2.45,2.73,2.4,3.35,3.71,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,-0.52,4,41
"2012-06-01",2012,6,"Santa Fe",0,3313212,2.73421593424703,73.0305489342592,43.4148542209948,138.049451140435,179.975247119853,99.9385451883638,45.8406928692606,3.08,3.01,2.5,2.45,2.73,2.4,3.35,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,-0.38,4,42
"2012-07-01",2012,7,"Santa Fe",1,3313212,7.31010831538347,2.73421593424703,73.0305489342592,43.4148542209948,138.049451140435,179.975247119853,99.9385451883638,3.7,3.08,3.01,2.5,2.45,2.73,2.4,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,-0.43,4,43
"2012-08-01",2012,8,"Santa Fe",0,3313212,130.239242735325,7.31010831538347,2.73421593424703,73.0305489342592,43.4148542209948,138.049451140435,179.975247119853,3.35,3.7,3.08,3.01,2.5,2.45,2.73,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,-0.65,4,44
"2012-09-01",2012,9,"Santa Fe",0,3313212,107.589930338671,130.239242735325,7.31010831538347,2.73421593424703,73.0305489342592,43.4148542209948,138.049451140435,2.7,3.35,3.7,3.08,3.01,2.5,2.45,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,-0.8,4,45
"2012-10-01",2012,10,"Santa Fe",2,3313212,271.59081480693,107.589930338671,130.239242735325,7.31010831538347,2.73421593424703,73.0305489342592,43.4148542209948,2.98,2.7,3.35,3.7,3.08,3.01,2.5,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,-1.05,4,46
"2012-11-01",2012,11,"Santa Fe",5,3313212,88.127516925154,271.59081480693,107.589930338671,130.239242735325,7.31010831538347,2.73421593424703,73.0305489342592,2.9,2.98,2.7,3.35,3.7,3.08,3.01,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,-1.19,4,47
"2012-12-01",2012,12,"Santa Fe",1,3313212,325.247460363255,88.127516925154,271.59081480693,107.589930338671,130.239242735325,7.31010831538347,2.73421593424703,3.01,2.9,2.98,2.7,3.35,3.7,3.08,-0.25,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,-1.06,4,48
"2013-01-01",2013,1,"Santa Fe",14,3341228,83.4919101918791,325.247460363255,88.127516925154,271.59081480693,107.589930338671,130.239242735325,7.31010831538347,2.93,3.01,2.9,2.98,2.7,3.35,3.7,-0.53,-0.25,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,-0.87,5,49
"2013-02-01",2013,2,"Santa Fe",5,3341228,94.4885051804836,83.4919101918791,325.247460363255,88.127516925154,271.59081480693,107.589930338671,130.239242735325,2.46,2.93,3.01,2.9,2.98,2.7,3.35,-0.52,-0.53,-0.25,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,-0.67,5,50
"2013-03-01",2013,3,"Santa Fe",6,3341228,69.2002794015904,94.4885051804836,83.4919101918791,325.247460363255,88.127516925154,271.59081480693,107.589930338671,3.33,2.46,2.93,3.01,2.9,2.98,2.7,-0.25,-0.52,-0.53,-0.25,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,-0.61,5,51
"2013-04-01",2013,4,"Santa Fe",6,3341228,62.959845953322,69.2002794015904,94.4885051804836,83.4919101918791,325.247460363255,88.127516925154,271.59081480693,3.57,3.33,2.46,2.93,3.01,2.9,2.98,-0.25,-0.25,-0.52,-0.53,-0.25,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,-0.5,5,52
"2013-05-01",2013,5,"Santa Fe",3,3341228,81.306142960247,62.959845953322,69.2002794015904,94.4885051804836,83.4919101918791,325.247460363255,88.127516925154,3.8,3.57,3.33,2.46,2.93,3.01,2.9,-0.4,-0.25,-0.25,-0.52,-0.53,-0.25,0.16,0.26,0.38,0.47,0.25,0.02,-0.32,5,53
